_id,OCCUPANCY_DATE,SECTOR,SHELTER_POSTAL_CODE,CAPACITY,SHELTER_PROVINCE,FACILITY_NAME,SHELTER_NAME,OCCUPANCY,ORGANIZATION_NAME,SHELTER_ADDRESS,SHELTER_CITY,PROGRAM_NAME
2092175,2021-02-01T05:00:00,Men,M5A 2R5,0,ON,S.A. Maxwell Meighen Centre,Salvation Army - Maxwell Meighen,0,The Salvation Army of Canada,Sherbourne Street,Toronto,Salvation Army - Maxwell Meighen - Extreme Weather Program
2092176,2021-02-01T05:00:00,Men,M5A 2R5,181,ON,S.A. Maxwell Meighen Centre,Salvation Army - Maxwell Meighen,148,The Salvation Army of Canada,Sherbourne Street,Toronto,Salvation Army - Maxwell Meighen Emergency Bed Program
2092177,2021-02-01T05:00:00,Men,M5A 2R5,10,ON,S.A. Maxwell Meighen Centre,Salvation Army - Maxwell Meighen,6,The Salvation Army of Canada,Sherbourne Street,Toronto,Salvation Army - Maxwell Meighen Primary Support Unit
2092178,2021-02-01T05:00:00,Men,M4M 3C3,34,ON,S.A. New Hope Leslieville,Salvation Army - New Hope Leslie,27,The Salvation Army of Canada,29 Leslie Street,Toronto,Salvation Army - New Hope - Men's Hostel
2092179,2021-02-01T05:00:00,Women,M9V 2X6,12,ON,2671 Islington Avenue-Sr.Female,Salvation Army Islington Seniors,11,The Salvation Army of Canada,2671 Islington Avenue,Toronto,Salvation Army - Islington Seniors' Shelter Women's Program
2092180,2021-02-01T05:00:00,Men,M9V 2X6,18,ON,2671 Islington Avenue-Sr.Male,Salvation Army Islington Seniors,15,The Salvation Army of Canada,2671 Islington Avenue,Toronto,Salvation Army - Islington Seniors' Shelter Men's Program
2092181,2021-02-01T05:00:00,Men,M5S 2H1,40,ON,Scott Mission - 502 Spadina Ave,Scott Mission Men's Ministry,40,The Scott Mission Inc.,502 Spadina Ave.,Toronto,Scott Mission - Men's Ministry Overnight Program
2092182,2021-02-01T05:00:00,Co-ed,M5R 2T9,6,ON,TCH 191 Spadina Rd(Singles),Toronto Community Hostel,4,Toronto Community Hostel,191 Spadina Road,Toronto,TCH-Singles
2092183,2021-02-01T05:00:00,Families,M5R 2T9,14,ON,Tor. Comm. Hostel 191 Spadina Rd,Toronto Community Hostel,8,Toronto Community Hostel,191 Spadina Road,Toronto,TCH (program)
2092184,2021-02-01T05:00:00,Youth,M4Y 2X9,14,ON,Turning Point Youth Services,Turning Point Youth Services,7,Turning Point Youth Services,95 Wellesley St. E.,Toronto,Turning Point Youth Services Shelter
2092185,2021-02-01T05:00:00,Families,M4M 1J2,106,ON,Red Door - 1430 Gerrad St E,Red Door Queen Street,63,WoodGreen Red Door Family Shelter,875 Queen St E,Toronto,Red Door - Family Shelter
2092186,2021-02-01T05:00:00,Youth,M5T 2V9,17,ON,Yhouse - Vanauley,YMCA House,16,YMCA of Greater Toronto,7 Vanauley Street,Toronto,YMCA House-Vanauley
2092187,2021-02-01T05:00:00,Youth,M5R 2W7,25,ON,YMCA Sprott House Walmer Rd,YMCA Sprott House,20,YMCA of Greater Toronto,21 Walmer Rd.,Toronto,YMCA Sprott House Walmer rd.
2092188,2021-02-01T05:00:00,Women,M4T 1C1,25,ON,YWCA-80 Woodlawn Av. E.-Women,YWCA - First Stop Woodlawn,25,YWCA Toronto,80 Woodlawn Ave. East,Toronto,YWCA - Adult Women Shelter
2092189,2021-02-01T05:00:00,Youth,M4T 1C1,24,ON,YWCA-80 Woodlawn Ave. E.-Youth,YWCA - First Stop Woodlawn,23,YWCA Toronto,80 Woodlawn Ave. East,Toronto,YWCA - Youth Shelter
2092190,2021-02-01T05:00:00,Women,M5R 1K6,0,ON,YWCA - 348 Davenport Road Women,YWCA-348 Davenport,0,YWCA Toronto,348 Davenport Rd.,Toronto,YWCA Davenport - Adult
2092191,2021-02-01T05:00:00,Youth,M5R 1K6,0,ON,YWCA - 348 Davenport Road Youth,YWCA-348 Davenport,0,YWCA Toronto,348 Davenport Rd.,Toronto,YWCA Davenport - Youth
2092192,2021-02-01T05:00:00,Youth,M9V 1P9,17,ON,Youth w/o Shelter Emerg Shelter,Youth Without Shelter,14,Youth Without Shelter,6 Warrendale Court,Etobicoke,Youth without Shelter Emergency Shelter Program
2092193,2021-02-01T05:00:00,Youth,M9V 1P9,16,ON,Youth w/o Shltr Transitional Res,Youth Without Shelter,12,Youth Without Shelter,6 Warrendale Court,Etobicoke,Youth without Shelter Stay In School Program
2092194,2021-02-01T05:00:00,Co-ed,M1L 4A1,10,ON,YouthLink - 747 Warden Ave,YouthLink Shelter,10,YouthLink,747 Warden Ave,Toronto,YouthLink Emergency Program
2092195,2021-02-01T05:00:00,Co-ed,M1L 4A1,29,ON,YouthLink - 747 Warden Ave,YouthLink Shelter,26,YouthLink,747 Warden Ave,Toronto,YouthLink Transitional Program
2092196,2021-02-02T05:00:00,Women,M5S 2P1,8,ON,COSTI - Radisson Hotel (Single),COSTI Reception Centre,1,COSTI Immigrant Services,100 Lippincott Street,Toronto,COSTI - Radisson Hotel (Single Pregnant Women)
2092197,2021-02-02T05:00:00,Families,M5S 2P1,91,ON,COSTI - Toronto Plaza Hotel(Fam),COSTI Reception Centre,81,COSTI Immigrant Services,100 Lippincott Street,Toronto,COSTI - Toronto Plaza Hotel (Non Refugee Families)
2092198,2021-02-02T05:00:00,Families,M5S 2P1,140,ON,COSTI Radisson Hotel,COSTI Reception Centre,92,COSTI Immigrant Services,100 Lippincott Street,Toronto,COSTI - Radisson Hotel (Non Refugee Families)
2092199,2021-02-02T05:00:00,Families,M5S 2P1,360,ON,COSTI Radisson Hotel,COSTI Reception Centre,117,COSTI Immigrant Services,100 Lippincott Street,Toronto,COSTI Radisson Hotel Family Program.
2092200,2021-02-02T05:00:00,Co-ed,M5S 2P1,8,ON,COSTI Reception Centre,COSTI Reception Centre,6,COSTI Immigrant Services,100 Lippincott Street,Toronto,COSTI Reception Ctr CITY Program
2092201,2021-02-02T05:00:00,Women,M5S 2P1,2,ON,COSTI Toronto Plaza Hotel (Sin),COSTI Reception Centre,0,COSTI Immigrant Services,100 Lippincott Street,Toronto,COSTI - Toronto Plaza Hotel (Single Pregnant Women)
2092202,2021-02-02T05:00:00,Men,M6H 3Z5,33,ON,Christie Ossington Men's Hostel,Christie Ossington Men's Hostel,23,Christie Ossington Neighbourhood Centre,973 Lansdowne Avenue,Toronto,Christie Ossington Men's Hostel
2092203,2021-02-02T05:00:00,Men,M6H 3Z5,15,ON,Christie Ossington South Hostel,Christie Ossington Men's Hostel,14,Christie Ossington Neighbourhood Centre,973 Lansdowne Avenue,Toronto,Christie Ossington Men's Hostel South
2092204,2021-02-02T05:00:00,Families,M6G 3B1,76,ON,Christie Refugee Welcome Centre,Christie Refugee Welcome Centre,33,"Christie Refugee Welcome Centre, Inc.",43 Christie Street,Toronto,Christie Refugee Welcome Ctr - Settlement and Support
2092205,2021-02-02T05:00:00,Families,M1P 4V8,215,ON,Birkdale Residence,Birkdale Residence,181,City of Toronto,1229 Ellesmere Road,Toronto,Birkdale Residence - Bedded Program
2092206,2021-02-02T05:00:00,Co-ed,M1P 4V8,44,ON,Birkdale Residence Hotel - Mixed,Birkdale Residence,33,City of Toronto,1229 Ellesmere Road,Toronto,Birkdale Residence - Toronto Plaza Hotel (Mixed Adult)
2092207,2021-02-02T05:00:00,Families,M1P 4V8,112,ON,Birkdale Residence Motel (Fam),Birkdale Residence,30,City of Toronto,1229 Ellesmere Road,Toronto,Birkdale Residence - Toronto Plaza Hotel Program (Non Refugees)
2092208,2021-02-02T05:00:00,Men,M3M 2X4,12,ON,Downsview Dells 1651 Sheppard W,Downsview Dells,9,City of Toronto,1651 Sheppard Ave West,Toronto,Downsview Dells Bedded Program
2092209,2021-02-02T05:00:00,Co-ed,M1E 2M6,200,ON,Family Residence - Edward  Co-Ed,Family Residence,0,City of Toronto,4222 Kingston Road,Toronto,Edward Village Singles Program
2092210,2021-02-02T05:00:00,Families,M1E 2M6,200,ON,Family Residence - Edward Villag,Family Residence,0,City of Toronto,4222 Kingston Road,Toronto,Family Residence - Edward Village Hotel
2092211,2021-02-02T05:00:00,Families,M1E 2M6,200,ON,Family Residence - LI Site,Family Residence,36,City of Toronto,4222 Kingston Road,Toronto,Family Residence - LI Site (Internal Referral Only)
2092212,2021-02-02T05:00:00,Families,M1E 2M6,48,ON,Family Residence - MA Site,Family Residence,46,City of Toronto,4222 Kingston Road,Toronto,Family Residence - MA Site (Internal Referral Only)
2092213,2021-02-02T05:00:00,Families,M1E 2M6,20,ON,Family Residence - Main Building,Family Residence,90,City of Toronto,4222 Kingston Road,Toronto,Family Residence - Main
2092214,2021-02-02T05:00:00,Families,M1E 2M6,0,ON,Family Residence - New Plaza,Family Residence,0,City of Toronto,4222 Kingston Road,Toronto,Family Residence - New Plaza (Internal Referral Only)
2092215,2021-02-02T05:00:00,Families,M1E 2M6,50,ON,Family Residence - Roycroft Site,Family Residence,0,City of Toronto,4222 Kingston Road,Toronto,Family Residence - Roycroft Site
2092216,2021-02-02T05:00:00,Co-ed,M5V 3W3,73,ON,Fort York - Staybridge Suites,Fort York Residence,64,City of Toronto,38 Bathrust St,Toronto,Fort York - Staybridge Suites
2092217,2021-02-02T05:00:00,Men,M5V 3W3,15,ON,Fort York Res 38 Bathurst St.,Fort York Residence,0,City of Toronto,38 Bathrust St,Toronto,Fort York Extreme Weather Program
2092218,2021-02-02T05:00:00,Men,M5V 3W3,37,ON,Fort York Res 38 Bathurst St.,Fort York Residence,31,City of Toronto,38 Bathrust St,Toronto,Fort York Residence Bedded Program
2092219,2021-02-02T05:00:00,Men,M5V 3W3,24,ON,Fort York Res 38 Bathurst St.,Fort York Residence,23,City of Toronto,38 Bathrust St,Toronto,Fort York SRO Units Program
2092220,2021-02-02T05:00:00,Families,M5A 2R9,110,ON,Robertson House,Robertson House,79,City of Toronto,291 Sherbourne Street,Toronto,Robertson House - MAIN Program
2092221,2021-02-02T05:00:00,Men,M1M 1P8,66,ON,3306 Kingston Road,Scarborough Village Residence,61,City of Toronto,3306 Kingston Road,Toronto,Scarborough Village Residence Main Program
2092222,2021-02-02T05:00:00,Men,M5A-2N2,51,ON,Junction Place,Seaton House,43,City of Toronto,339 George Street,Toronto,Junction Place
2092223,2021-02-02T05:00:00,Men,M5A-2N2,38,ON,Seaton House - 339 George Street,Seaton House,38,City of Toronto,339 George Street,Toronto,Seaton House - Annex Harm Reduction & Managed Alcohol Program
2092224,2021-02-02T05:00:00,Men,M5A-2N2,60,ON,Seaton House - 339 George Street,Seaton House,55,City of Toronto,339 George Street,Toronto,Seaton House - Fourth Floor Program
2092225,2021-02-02T05:00:00,Men,M5A-2N2,66,ON,Seaton House - 339 George Street,Seaton House,31,City of Toronto,339 George Street,Toronto,Seaton House - Hostel Program
2092226,2021-02-02T05:00:00,Men,M5A-2N2,22,ON,Seaton House - 339 George Street,Seaton House,22,City of Toronto,339 George Street,Toronto,Seaton House - Infirmary Bedded Program
2092227,2021-02-02T05:00:00,Men,M5A-2N2,22,ON,Seaton House - 339 George Street,Seaton House,20,City of Toronto,339 George Street,Toronto,Seaton House - O'Neill Harm Reduction Program
2092228,2021-02-02T05:00:00,Co-ed,M5V 1X1,12,ON,129 Peter St,Streets To Homes,12,City of Toronto,129 Peter Street,Toronto,Streets to Homes Bedded Program
2092229,2021-02-02T05:00:00,Co-ed,M5T 1H9,92,ON,Womens Res-Alexandra Hotel,Women's Residence,77,City of Toronto,674 Dundas St. W,Toronto,Women's Res-Alexandra Hotel
2092230,2021-02-02T05:00:00,Women,M5T 1H9,9,ON,Womens' Res - 63 Bellwoods Ave.,Women's Residence,6,City of Toronto,674 Dundas St. W,Toronto,Womens' Residence - Bellwoods House
2092231,2021-02-02T05:00:00,Women,M5T 1H9,5,ON,Womens' Res - 674 Dundas St. W,Women's Residence,5,City of Toronto,674 Dundas St. W,Toronto,Women's Residence Extreme Weather Program
2092232,2021-02-02T05:00:00,Women,M5T 1H9,76,ON,Womens' Res - 674 Dundas St. W,Women's Residence,46,City of Toronto,674 Dundas St. W,Toronto,Womens' Residence - Main Program
2092233,2021-02-02T05:00:00,Men,M6C 1C2,21,ON,Cornerstone 616 Vaughan Rd.,Cornerstone Place,21,Cornerstone Place,616 Vaughan Road Toronto,Toronto,Cornerstone Place
2092234,2021-02-02T05:00:00,Youth,M5B 2P3,2,ON,Covenant House-20 Gerrard St. E.,Covenant House,1,Covenant House Toronto,20 Gerrard Street East,Toronto,Covenant House -  Transitional Safe Beds for women
2092235,2021-02-02T05:00:00,Youth,M5B 2P3,53,ON,Covenant House-20 Gerrard St. E.,Covenant House,51,Covenant House Toronto,20 Gerrard Street East,Toronto,Covenant House Residence
2092236,2021-02-02T05:00:00,Youth,M5B 2P3,28,ON,Covenant House-21 McGill Street,Covenant House,28,Covenant House Toronto,20 Gerrard Street East,Toronto,Covenant House-Rights of Passage
2092237,2021-02-02T05:00:00,Co-ed,M4C 1L7,41,ON,Dixon Hall - Heyworth House,Dixon Hall - Heyworth House,39,Dixon Hall,2714 Danforth Avenue,Toronto,Dixon Hall - Heyworth House
2092238,2021-02-02T05:00:00,Men,M5A 2N2,22,ON,Dixon Hall-School House,Dixon Hall - Schoolhouse,21,Dixon Hall,349 George Street,Toronto,Dixon Hall - Schoolhouse
2092239,2021-02-02T05:00:00,Youth,M5V 3G9,50,ON,Eva's Phoenix,Eva's Phoenix,42,Eva's Initiatives,60 Brant Street,Toronto,Eva's Phoenix
2092240,2021-02-02T05:00:00,Youth,M3B 2T5,16,ON,Eva's Place,Eva's Place,15,Eva's Initiatives,360 Lesmill Road,North York,Eva's Place
2092241,2021-02-02T05:00:00,Youth,M2N OE3,17,ON,Eva's Satellite,Eva's Satellite,15,Eva's Initiatives,25 Canterbury Place,North York,Eva's Satellite
2092242,2021-02-02T05:00:00,Co-ed,M4X 1K9,5,ON,Fife House - Denison Program,Fife House Transitional Program,5,Fife House Foundation,"490 Sherbourne Street, 2nd floor",Toronto,Fife House Denison Program
2092243,2021-02-02T05:00:00,Co-ed,M4X 1K9,11,ON,Fife-Sherbourne Transitional Pgm,Fife House Transitional Program,8,Fife House Foundation,"490 Sherbourne Street, 2nd floor",Toronto,Fife-Sherbourne Transitional Program
2092244,2021-02-02T05:00:00,Women,M4Y 2H6,24,ON,Fred Victor 512 Jarvis St.,FV Women's Transition to Housing,18,Fred Victor Centre,512 Jarvis St.,Toronto,Fred Victor Transition to Housing:  Bedded Program
2092245,2021-02-02T05:00:00,Women,M4Y 2H6,37,ON,Fred Victor T2H 386 Dundas St. E,FV Women's Transition to Housing,32,Fred Victor Centre,512 Jarvis St.,Toronto,Fred Victor T2H Bedded Program
2092246,2021-02-02T05:00:00,Women,M5C 1M3,25,ON,FV Women's Hostel 86 Lombard,Fred Victor Women's Hostel,23,Fred Victor Centre,86 Lombard St.,Toronto,Fred Victor Women's Hostel Program
2092247,2021-02-02T05:00:00,Co-ed,M6A 2W9,42,ON,Fred Victor BUS - 1161 Caledonia,"Fred Victor, BUS",39,Fred Victor Centre,1161 Caledonia Road,Toronto,Fred Victor Bethlehem United Program
2092248,2021-02-02T05:00:00,Youth,M5A 1Z8,5,ON,Friends of Ruby 257 DunDas St E,Friends of Ruby,1,Friends of Ruby,257 Dundas Street East,Toronto,Friends of Ruby - Emergency Housing
2092249,2021-02-02T05:00:00,Youth,M5A 1Z8,28,ON,Friends of Ruby 257 DunDas St E,Friends of Ruby,13,Friends of Ruby,257 Dundas Street East,Toronto,Friends of Ruby - Transitional Housing
2092250,2021-02-02T05:00:00,Men,M5A 1T3,5,ON,Barrett House,Good Shepherd Centre,5,Good Shepherd Ministries,412 Queen Street East,Toronto,Barrett House
2092251,2021-02-02T05:00:00,Men,M5A 1T3,25,ON,Good Shepherd Centre,Good Shepherd Centre,24,Good Shepherd Ministries,412 Queen Street East,Toronto,Good Shepherd - Emergency/Resettlement
2092252,2021-02-02T05:00:00,Men,M5A 1T3,25,ON,Good Shepherd Centre,Good Shepherd Centre,24,Good Shepherd Ministries,412 Queen Street East,Toronto,Good Shepherd Centre - D.A.R.E.
2092253,2021-02-02T05:00:00,Women,M1K 2B5,47,ON,HFS - 702 Kennedy Shelter,HFS - Kennedy Shelter,34,Homes First Society,702 Kennedy Rd,Toronto,Homes First Society- Kennedy Shelter Women's Program
2092254,2021-02-02T05:00:00,Women,M6H 1P2,0,ON,HFS - Savard's Womens' Shelter,HFS - Savard's Womens' Shelter,0,Homes First Society,1322 Bloor Street West,Toronto,Homes First Society - Savard's Womens' Shelter
2092255,2021-02-02T05:00:00,Women,M1K 1M2,31,ON,HFS - 545 Lakeshore Blvd W.Women,HFS - Scarborough Shelter,26,Homes First Society,3576 St. Clair Avenue East,Scarborough,545 Lakeshore Blvd. W. Women
2092256,2021-02-02T05:00:00,Men,M1K 1M2,53,ON,HFS - 545 Lakeshore Blvd. W. Men,HFS - Scarborough Shelter,47,Homes First Society,3576 St. Clair Avenue East,Scarborough,545 Lakeshore Blvd W. Men Winter Program Lower Level
2092257,2021-02-02T05:00:00,Men,M1K 1M2,19,ON,HFS - 545 Lakeshore Blvd. W. Men,HFS - Scarborough Shelter,17,Homes First Society,3576 St. Clair Avenue East,Scarborough,545 Lakeshore Blvd. W. Men
2092258,2021-02-02T05:00:00,Co-ed,M1K 1M2,31,ON,HFS - Scarborough Shelter,HFS - Scarborough Shelter,30,Homes First Society,3576 St. Clair Avenue East,Scarborough,Homes First Society - Scarborough Shelter
2092259,2021-02-02T05:00:00,Co-ed,M1K 1M2,70,ON,HFS-545 Lakeshore Blvd W.Couple,HFS - Scarborough Shelter,33,Homes First Society,3576 St. Clair Avenue East,Scarborough,545 Lakeshore Blvd. W.Couple
2092260,2021-02-02T05:00:00,Co-ed,M5V 1G8,3,ON,HFS - Strachan House,HFS - Strachan House,2,Homes First Society,805A Wellington Street W,Toronto,Homes First Society - Flex Program
2092261,2021-02-02T05:00:00,Co-ed,M5V 1G8,83,ON,HFS - Strachan House,HFS - Strachan House,80,Homes First Society,805A Wellington Street W,Toronto,Homes First Society - Strachan House
2092262,2021-02-02T05:00:00,Youth,M6E 4X3,16,ON,Horizons for Youth,Horizons for Youth,15,Horizon for Youth,422 Gilbert Avenue,Toronto,Horizons for Youth
2092263,2021-02-02T05:00:00,Youth,M4K 3W5,15,ON,Kennedy House Youth Shelter,Kennedy House Youth Shelter,11,Kennedy House Youth Services,1076 Pape Avenue,Toronto,Kennedy House Youth Shelter:  Bedded Program
2092264,2021-02-02T05:00:00,Men,M6G 2N1,36,ON,Na-Me-Res 14 Vaughan Road,Na-Me-Res,31,Na-Me-Res (Native Men's Residence),14 Vaughan Road,Toronto,Na-Me-Res (Native Men's Residence)
2092265,2021-02-02T05:00:00,Men,M6G 2N1,15,ON,Sagatay 26 Vaughan Road,Na-Me-Res,12,Na-Me-Res (Native Men's Residence),14 Vaughan Road,Toronto,Sagatay
2092266,2021-02-02T05:00:00,Youth,M5S 2P9,9,ON,Eagle's Nest Transition House,Eagles Nest Transition House,6,Native Child & Family Services Toronto,558 Bathurst Street,Toronto,Native Child & Family Services Toronto
2092267,2021-02-02T05:00:00,Women,M4M 2V8,18,ON,SVDP - Amelie House,SVDP - Amelie House,14,Society of St.Vincent De Paul,126 Pape Avenue,Toronto,St.Vincent De Paul - Amelie House - Women's Shelter
2092268,2021-02-02T05:00:00,Women,M8Y 1A3,26,ON,SVDP - Elisa House,SVDP - Elisa House,18,Society of St.Vincent De Paul,60 Newcastle Street,Toronto,St.Vincent De Paul - Elisa House
2092269,2021-02-02T05:00:00,Women,M5B 1G6,27,ON,SVDP - Mary's Home,SVDP - Mary's Home,11,Society of St.Vincent De Paul,70 Gerrard St. E.,Toronto,St.Vincent De Paul - Mary's Home - Emergency Shelter
2092270,2021-02-02T05:00:00,Women,M2M 3S3,30,ON,SVDP - St. Clare's Residence,SVDP - St. Clare's Residence,26,Society of St.Vincent De Paul,3410 Bayview Avenue,Toronto,St.Vincent De Paul - St. Clare's Residence - Transitional Housing
2092271,2021-02-02T05:00:00,Men,M4W 1J1,18,ON,St.Simon's 525 Bloor Street East,St. Simon's Shelter,18,St. Simon's Shelter Inc.,525 Bloor Street East,Toronto,St. Simon's Shelter
2092272,2021-02-02T05:00:00,Women,M5A 2N9,28,ON,Street Haven - 87 Pembroke St,Street Haven,21,Street Haven At The Crossroads,87 Pembroke St,Toronto,Street Haven - Emergency Hostel
2092273,2021-02-02T05:00:00,Families,M5A 2V2,76,ON,Sojourn House,Sojourn House,62,The MUC Shelter Corporation,101 Ontario Street,Toronto,Sojourn House Transitional Housing Program
2092274,2021-02-02T05:00:00,Co-ed,M5A 2V2,67,ON,Sojourn House(Singles),Sojourn House,59,The MUC Shelter Corporation,101 Ontario Street,Toronto,Sojourn House Bedded Program
2092275,2021-02-02T05:00:00,Families,M5A 2V2,270,ON,Sojourn House-Grange (Family),Sojourn House,178,The MUC Shelter Corporation,101 Ontario Street,Toronto,Sojourn House - Refugee Family Hotel Program-Grange
2092276,2021-02-02T05:00:00,Women,M6P 1Y5,0,ON,S.A. Evangeline Residence,Salvation Army - Evangeline Res,0,The Salvation Army of Canada,2808 Dundas St W,Toronto,S.A. Evangeline - Emergency Weather
2092277,2021-02-02T05:00:00,Women,M6P 1Y5,49,ON,S.A. Evangeline Residence,Salvation Army - Evangeline Res,49,The Salvation Army of Canada,2808 Dundas St W,Toronto,S.A. Evangeline Residence - Women's Ministry
2092278,2021-02-02T05:00:00,Women,M6J1E6,0,ON,Florence Booth - 723 Queen St. W,Salvation Army - Florence Booth,0,The Salvation Army of Canada,723 Queen Street West,Toronto,Salvation Army - Florence Booth Womens Ministry
2092279,2021-02-02T05:00:00,Men,M5C 2H4,54,ON,S.A. Gateway - 107 Jarvis Street,Salvation Army - Gateway,53,The Salvation Army of Canada,107 Jarvis Street,Toronto,Salvation Army - Gateway - Men's Hostel
2092280,2021-02-02T05:00:00,Men,M5A 2R5,45,ON,S.A. Maxwell Meighen Centre,Salvation Army - Maxwell Meighen,41,The Salvation Army of Canada,Sherbourne Street,Toronto,S.A. Maxwell Meighen Transition to Housing
2092281,2021-02-02T05:00:00,Men,M5A 2R5,0,ON,S.A. Maxwell Meighen Centre,Salvation Army - Maxwell Meighen,0,The Salvation Army of Canada,Sherbourne Street,Toronto,Salvation Army - Maxwell Meighen - Extreme Weather Program
2092282,2021-02-02T05:00:00,Men,M5A 2R5,181,ON,S.A. Maxwell Meighen Centre,Salvation Army - Maxwell Meighen,150,The Salvation Army of Canada,Sherbourne Street,Toronto,Salvation Army - Maxwell Meighen Emergency Bed Program
2092283,2021-02-02T05:00:00,Men,M5A 2R5,10,ON,S.A. Maxwell Meighen Centre,Salvation Army - Maxwell Meighen,6,The Salvation Army of Canada,Sherbourne Street,Toronto,Salvation Army - Maxwell Meighen Primary Support Unit
2092284,2021-02-02T05:00:00,Men,M4M 3C3,34,ON,S.A. New Hope Leslieville,Salvation Army - New Hope Leslie,27,The Salvation Army of Canada,29 Leslie Street,Toronto,Salvation Army - New Hope - Men's Hostel
2092285,2021-02-02T05:00:00,Women,M9V 2X6,12,ON,2671 Islington Avenue-Sr.Female,Salvation Army Islington Seniors,11,The Salvation Army of Canada,2671 Islington Avenue,Toronto,Salvation Army - Islington Seniors' Shelter Women's Program
2092286,2021-02-02T05:00:00,Men,M9V 2X6,18,ON,2671 Islington Avenue-Sr.Male,Salvation Army Islington Seniors,16,The Salvation Army of Canada,2671 Islington Avenue,Toronto,Salvation Army - Islington Seniors' Shelter Men's Program
2092287,2021-02-02T05:00:00,Men,M5S 2H1,40,ON,Scott Mission - 502 Spadina Ave,Scott Mission Men's Ministry,40,The Scott Mission Inc.,502 Spadina Ave.,Toronto,Scott Mission - Men's Ministry Overnight Program
2092288,2021-02-02T05:00:00,Co-ed,M5R 2T9,6,ON,TCH 191 Spadina Rd(Singles),Toronto Community Hostel,4,Toronto Community Hostel,191 Spadina Road,Toronto,TCH-Singles
2092289,2021-02-02T05:00:00,Families,M5R 2T9,14,ON,Tor. Comm. Hostel 191 Spadina Rd,Toronto Community Hostel,8,Toronto Community Hostel,191 Spadina Road,Toronto,TCH (program)
2092290,2021-02-02T05:00:00,Youth,M4Y 2X9,14,ON,Turning Point Youth Services,Turning Point Youth Services,8,Turning Point Youth Services,95 Wellesley St. E.,Toronto,Turning Point Youth Services Shelter
2092291,2021-02-02T05:00:00,Families,M4M 1J2,106,ON,Red Door - 1430 Gerrad St E,Red Door Queen Street,67,WoodGreen Red Door Family Shelter,875 Queen St E,Toronto,Red Door - Family Shelter
2092292,2021-02-02T05:00:00,Youth,M5T 2V9,17,ON,Yhouse - Vanauley,YMCA House,17,YMCA of Greater Toronto,7 Vanauley Street,Toronto,YMCA House-Vanauley
2092293,2021-02-02T05:00:00,Youth,M5R 2W7,25,ON,YMCA Sprott House Walmer Rd,YMCA Sprott House,20,YMCA of Greater Toronto,21 Walmer Rd.,Toronto,YMCA Sprott House Walmer rd.
2092294,2021-02-02T05:00:00,Women,M4T 1C1,25,ON,YWCA-80 Woodlawn Av. E.-Women,YWCA - First Stop Woodlawn,25,YWCA Toronto,80 Woodlawn Ave. East,Toronto,YWCA - Adult Women Shelter
2092295,2021-02-02T05:00:00,Youth,M4T 1C1,24,ON,YWCA-80 Woodlawn Ave. E.-Youth,YWCA - First Stop Woodlawn,23,YWCA Toronto,80 Woodlawn Ave. East,Toronto,YWCA - Youth Shelter
2092296,2021-02-02T05:00:00,Women,M5R 1K6,0,ON,YWCA - 348 Davenport Road Women,YWCA-348 Davenport,0,YWCA Toronto,348 Davenport Rd.,Toronto,YWCA Davenport - Adult
2092297,2021-02-02T05:00:00,Youth,M5R 1K6,0,ON,YWCA - 348 Davenport Road Youth,YWCA-348 Davenport,0,YWCA Toronto,348 Davenport Rd.,Toronto,YWCA Davenport - Youth
2092298,2021-02-02T05:00:00,Youth,M9V 1P9,17,ON,Youth w/o Shelter Emerg Shelter,Youth Without Shelter,14,Youth Without Shelter,6 Warrendale Court,Etobicoke,Youth without Shelter Emergency Shelter Program
2092299,2021-02-02T05:00:00,Youth,M9V 1P9,16,ON,Youth w/o Shltr Transitional Res,Youth Without Shelter,12,Youth Without Shelter,6 Warrendale Court,Etobicoke,Youth without Shelter Stay In School Program
2092300,2021-02-02T05:00:00,Co-ed,M1L 4A1,10,ON,YouthLink - 747 Warden Ave,YouthLink Shelter,10,YouthLink,747 Warden Ave,Toronto,YouthLink Emergency Program
2092301,2021-02-02T05:00:00,Co-ed,M1L 4A1,29,ON,YouthLink - 747 Warden Ave,YouthLink Shelter,26,YouthLink,747 Warden Ave,Toronto,YouthLink Transitional Program
2092302,2021-02-03T05:00:00,Women,M5S 2P1,8,ON,COSTI - Radisson Hotel (Single),COSTI Reception Centre,1,COSTI Immigrant Services,100 Lippincott Street,Toronto,COSTI - Radisson Hotel (Single Pregnant Women)
2092303,2021-02-03T05:00:00,Families,M5S 2P1,91,ON,COSTI - Toronto Plaza Hotel(Fam),COSTI Reception Centre,81,COSTI Immigrant Services,100 Lippincott Street,Toronto,COSTI - Toronto Plaza Hotel (Non Refugee Families)
2092304,2021-02-03T05:00:00,Families,M5S 2P1,140,ON,COSTI Radisson Hotel,COSTI Reception Centre,92,COSTI Immigrant Services,100 Lippincott Street,Toronto,COSTI - Radisson Hotel (Non Refugee Families)
2092305,2021-02-03T05:00:00,Families,M5S 2P1,360,ON,COSTI Radisson Hotel,COSTI Reception Centre,117,COSTI Immigrant Services,100 Lippincott Street,Toronto,COSTI Radisson Hotel Family Program.
2092306,2021-02-03T05:00:00,Co-ed,M5S 2P1,8,ON,COSTI Reception Centre,COSTI Reception Centre,6,COSTI Immigrant Services,100 Lippincott Street,Toronto,COSTI Reception Ctr CITY Program
